word,frequency,rate
辞める,24,0.000
年賀状,41,0.000
遠近,2,0.000
崎戸,10,0.000
見栄え,1,0.000
張ら,1,0.000
譲る,1,0.000
辞め,96,0.000
ツリ,3,0.000
除い,4,0.000
和物,2,0.000
はける,2,0.000
長め,3,0.000
ドラゴン,2,0.000
とっさ,1,0.000
ＳＯＳ,1,0.000
びやっててさ,1,0.000
ゃべるのにちょうどいいでしょ,1,0.000
結び,4,0.000
入学,32,0.000
ジャーン,5,0.000
登戸,1,0.000
ゃないけどなんかやってるやってる,1,0.000
ゃだめだろ,1,0.000
歩み,1,0.000
つくづく,3,0.000
アダルト,1,0.000
惑星,5,0.000
まつ,2,0.000
激しくっ,1,0.000
つかう,6,0.000
共,1,0.000
来なさ,1,0.000
お呼び,3,0.000
高麗,1,0.000
ゴールデンウィーク,8,0.000
かぼちゃ,1,0.000
いろり,1,0.000
あらかじめ,2,0.000
まれ,6,0.000
鮎屋,2,0.000
難しい,271,0.000
逆転,2,0.000
すれ違わ,2,0.000
持ち寄っ,1,0.000
かいき,1,0.000
思っ,2930,0.002
ざん,1,0.000
すり,35,0.000
優勝,1,0.000
バイ,5,0.000
開院,1,0.000
珍し,1,0.000
何となく,41,0.000
路,9,0.000
乗り継い,2,0.000
払え,10,0.000
召し上がれ,2,0.000
港町,1,0.000
ヘー,1,0.000
キラキラ,1,0.000
出ん,14,0.000
とまん,1,0.000
夏,133,0.000
両親,30,0.000
水滴,1,0.000
崩れ,12,0.000
陣痛,7,0.000
右翼,4,0.000
やせよ,1,0.000
はやし,2,0.000
くるまれ,1,0.000
テロッ,1,0.000
れる,623,0.000
しおけ,1,0.000
一角,2,0.000
年賀,2,0.000
キャプテン,5,0.000
ヤブタ,2,0.000
しぼん,2,0.000
キャン・スタン・アウェーイ・ウォオオオー,1,0.000
ふう,569,0.000
オフィス,14,0.000
行儀,5,0.000
旧,11,0.000
コンプリメント,1,0.000
断わる,1,0.000
リベンジ,1,0.000
絡み合わ,1,0.000
したたか,3,0.000
買い取っ,1,0.000
指揮,2,0.000
割れる,2,0.000
せんせ,1,0.000
くから,3,0.000
ょぼしょぼしたらだめ,1,0.000
チック,4,0.000
道行き,1,0.000
詰め,27,0.000
呼ぼ,2,0.000
うれしかっ,15,0.000
飲酒,2,0.000
胎動,1,0.000
ひき,1,0.000
オート,3,0.000
器具,6,0.000
軽減,1,0.000
包む,1,0.000
葱,2,0.000
秋晴れ,2,0.000
香川,7,0.000
運,23,0.000
くず,13,0.000
片,10,0.000
ありえる,3,0.000
政府,18,0.000
不思議,68,0.000
快適,6,0.000
ＯＰＩ,1,0.000
ゃいけないんじゃないのかしら,1,0.000
解さ,2,0.000
アル中,1,0.000
吊ら,1,0.000
徹子,5,0.000
加わっ,4,0.000
プライベート,4,0.000
きめ細か,1,0.000
取引,6,0.000
吹き替え,5,0.000
笑わせる,2,0.000
微生物,3,0.000
障っ,1,0.000
ぼろぼろ,19,0.000
事務所,18,0.000
修復,1,0.000
ニューモケ,1,0.000
ウエイター,1,0.000
母子,3,0.000
官製,2,0.000
レディ,1,0.000
ニキビ,1,0.000
秘話,1,0.000
分家,1,0.000
キュー,5,0.000
明媚,1,0.000
崩す,3,0.000
外見,8,0.000
マウス,3,0.000
カラフル,1,0.000
違わ,11,0.000
軽井沢,16,0.000
しばっ,3,0.000
閉鎖,5,0.000
ウロウロ,1,0.000
生け,3,0.000
栄養,8,0.000
記さ,1,0.000
とどまら,1,0.000
ミケー,1,0.000
まぶしく,1,0.000
かいつまん,1,0.000
黙認,1,0.000
滝,1,0.000
ゃがりこしかないのかよってぐらい,1,0.000
ポツポツ,4,0.000
奪い合い,1,0.000
言い返さ,1,0.000
黒海,2,0.000
オイスターソース,1,0.000
欲望,2,0.000
竹内,2,0.000
曙,2,0.000
立ち合い,4,0.000
いぶかっ,1,0.000
反論,5,0.000
払えよ,2,0.000
宝神,4,0.000
ぱぱぱっとやってるうちに,1,0.000
フロリダ,4,0.000
西日暮里,2,0.000
見送り,7,0.000
湖畔,1,0.000
メリット,5,0.000
華やか,8,0.000
怪しく,1,0.000
140,2,0.000
アーワンダー,1,0.000
世話,19,0.000
残ん,4,0.000
ハロウィン,4,0.000
サンプル,4,0.000
いなだ,1,0.000
ワンセット,1,0.000
明かさ,1,0.000
ストッキング,7,0.000
快感,1,0.000
ふるって,1,0.000
おすそ分け,2,0.000
腹立つ,9,0.000
姓名,1,0.000
舞踊,6,0.000
乗ら,26,0.000
三越,15,0.000
線型,2,0.000
女子大,8,0.000
皮肉,5,0.000
たどり着く,1,0.000
起こっ,23,0.000
ファイブ・トウェンティ・パウンズ・ビルズ,1,0.000
吐く,1,0.000
語弊,1,0.000
かむ,5,0.000
控え,2,0.000
裏切り,1,0.000
口げんか,1,0.000
アクション,4,0.000
使えん,1,0.000
神戸女学院,1,0.000
シリーズ,7,0.000
えり,2,0.000
ゼミー,1,0.000
それとなく,1,0.000
席,50,0.000
いみ,1,0.000
ほとり,1,0.000
巡り会わ,1,0.000
なおそ,1,0.000
休めん,2,0.000
ゃべられへんねやんか,1,0.000
悪い,367,0.000
うどん,54,0.000
直接,38,0.000
もそ,3,0.000
叩い,2,0.000
良く,2,0.000
はやしたて,1,0.000
樟脳,2,0.000
ょんと,1,0.000
股,1,0.000
こっ,92,0.000
トラック,23,0.000
隼雄,2,0.000
私服,1,0.000
最寄り,3,0.000
懇願,1,0.000
かすか,1,0.000
ねむたい,1,0.000
こいつ,26,0.000
ヨーグルト,7,0.000
身体,24,0.000
触れ,3,0.000
落ちつけん,1,0.000
不謹慎,1,0.000
裏切っ,1,0.000
ディズニー,11,0.000
つづける,5,0.000
解き方,1,0.000
ポーター,1,0.000
コーパス,17,0.000
思い出せる,2,0.000
幅広く,3,0.000
倫理,1,0.000
パブ,2,0.000
男の子,98,0.000
レジ,4,0.000
ゆらぐ,1,0.000
無縁,1,0.000
対岸,1,0.000
出ろ,3,0.000
芸能,11,0.000
ジャアー,1,0.000
酸っぱい,7,0.000
呆然,1,0.000
低かっ,1,0.000
ほったらかし,4,0.000
ツカツカツカツカ,1,0.000
小手先,1,0.000
カンタータ,1,0.000
カンパニー,1,0.000
ＵＣＣ,4,0.000
とん,27,0.000
ともに,1,0.000
クルス,3,0.000
パンチ・ザ・モンキー,1,0.000
ブティック,1,0.000
ぱちって,1,0.000
学部,91,0.000
味覚,13,0.000
ほんじゃ,18,0.000
良しあし,2,0.000
しこん,1,0.000
隠れる,1,0.000
旅先,2,0.000
ソーセージ,4,0.000
来れ,29,0.000
地理,11,0.000
やってき,19,0.000
仲直り,2,0.000
ボルデモード,2,0.000
ぐさいの,1,0.000
知らさ,1,0.000
寝室,1,0.000
糧,1,0.000
行程,1,0.000
も,11450,0.008
麻,4,0.000
暮らせる,1,0.000
初任,2,0.000
違っ,134,0.000
旅費,2,0.000
アルフォート,3,0.000
骨盤,5,0.000
レコード,8,0.000
いらっしゃっ,11,0.000
ユニット,7,0.000
めがけ,1,0.000
ピッカピカ,1,0.000
ぼける,1,0.000
美容,20,0.000
アクティビティー,1,0.000
愛着,2,0.000
うぐいす,1,0.000
ブラシ,2,0.000
関取,2,0.000
徹底,1,0.000
ホテル,113,0.000
こも,4,0.000
がっかり,7,0.000
一月,1,0.000
ハンクス,3,0.000
帰る,129,0.000
はちみつ,2,0.000
今年度,3,0.000
ぶらさがっ,1,0.000
戦力,1,0.000
ミルクチョコレートビスケット,1,0.000
ＮＴＴドコモ,1,0.000
ＳＦＪ,2,0.000
自制,4,0.000
イヤホーン,1,0.000
クリスチャン・スレイダー,1,0.000
Ａｄｖｅｒｂ,5,0.000
キモー,1,0.000
堅く,4,0.000
焼きうどん,3,0.000
ばね,6,0.000
展開,7,0.000
眠,1,0.000
後日,1,0.000
ぺ,2,0.000
本望,1,0.000
寝たきり,1,0.000
アリタ,1,0.000
上書き,1,0.000
ババンババンバンバーン,1,0.000
わきの下,1,0.000
漁港,4,0.000
気温,8,0.000
スウェ,1,0.000
小説,26,0.000
苗木,2,0.000
苗字,8,0.000
あゆ,9,0.000
南北,2,0.000
国男,2,0.000
まゆ,3,0.000
ベンツ,3,0.000
コータ,3,0.000
ざあざあ,1,0.000
偉い,75,0.000
むかつき,1,0.000
夢物語,1,0.000
綿帽子,1,0.000
珍,2,0.000
盆,1,0.000
ミッチー,9,0.000
ＵＲＬ,2,0.000
いかが,11,0.000
よきゃ,1,0.000
とじ,4,0.000
東京芸大,1,0.000
行き方,4,0.000
クロレッツ,2,0.000
教養,13,0.000
かれ,8,0.000
飼い,20,0.000
あらゆる,1,0.000
おそ,2,0.000
シムケン,4,0.000
—、,1,0.000
貧しく,1,0.000
単線,3,0.000
出演,5,0.000
番長,1,0.000
タケ,2,0.000
サテ,8,0.000
ショボショボ,2,0.000
ほうじ茶,2,0.000
ララララ,1,0.000
極度,1,0.000
少なく,24,0.000
スタート,25,0.000
妨げる,1,0.000
メーカー,15,0.000
ビッグ,11,0.000
銃,2,0.000
コーン,2,0.000
交通,42,0.000
外反母趾,1,0.000
ータダ,1,0.000
話し合わ,2,0.000
さや,4,0.000
サイゼリア,1,0.000
賞状,2,0.000
はじめる,2,0.000
I,1,0.000
覚醒剤,1,0.000
瀬,1,0.000
よしえ,1,0.000
お年玉,5,0.000
警官,6,0.000
仕出し,3,0.000
復元,4,0.000
エステ,7,0.000
ほっそり,1,0.000
待機,5,0.000
さわやか,5,0.000
ときゃ,12,0.000
くわえ,5,0.000
付加,2,0.000
治ら,9,0.000
そっちのけ,2,0.000
羊,2,0.000
あべの,1,0.000
なさっ,15,0.000
東,21,0.000
高級,25,0.000
色気,4,0.000
どうけ,3,0.000
日本円,4,0.000
洞窟,2,0.000
お返し,6,0.000
誓い,1,0.000
辞めれ,1,0.000
つっこん,3,0.000
はりきっ,4,0.000
立,4,0.000
灰皿,5,0.000
石原,1,0.000
級,37,0.000
若くして,2,0.000
シベリア,3,0.000
デジタル,7,0.000
端切れ,3,0.000
史,35,0.000
驚き,2,0.000
もやっ,5,0.000
タワー,7,0.000
追い出し,1,0.000
ひかれる,1,0.000
許し,15,0.000
教務,3,0.000
重曹,2,0.000
ＪＡＳ,1,0.000
今時,2,0.000
慶州,1,0.000
誘っ,21,0.000
どころ,11,0.000
かない,9,0.000
しょうもない,4,0.000
商,2,0.000
ＣｏＣｏ,1,0.000
ＳＥ,10,0.000
智也,1,0.000
たもと,3,0.000
コミッティ,1,0.000
案外,33,0.000
びん,17,0.000
もみ,3,0.000
部下,1,0.000
ごろ,78,0.000
主張,5,0.000
対比,3,0.000
分かれる,8,0.000
ダー,12,0.000
半,74,0.000
ご,243,0.000
へえ,73,0.000
しょう油,9,0.000
リング,18,0.000
跡取り,2,0.000
ドラマ,34,0.000
掛から,4,0.000
ヤリイカ,3,0.000
かすっ,2,0.000
間際,5,0.000
白っぽく,1,0.000
ラオス,2,0.000
ぐら,2,0.000
ユー・キャン・チューズ,1,0.000
北欧,1,0.000
尻,8,0.000
刺身,11,0.000
手拭き,1,0.000
折り目,2,0.000
ねえや,4,0.000
ひそか,1,0.000
出,1430,0.001
教師,63,0.000
こんにちは,41,0.000
安定,9,0.000
東片端,2,0.000
プリーズ,1,0.000
マザー,3,0.000
移そ,1,0.000
イージーワード,1,0.000
四万十川,2,0.000
疑っ,6,0.000
祖父母,2,0.000
しようが,2,0.000
信じる,5,0.000
かす,4,0.000
触感,2,0.000
終わらす,1,0.000
まつり,1,0.000
ゅうことで,6,0.000
笑わ,11,0.000
茶色,13,0.000
教習,3,0.000
副題,1,0.000
フィクション,3,0.000
殺菌,1,0.000
まんば,1,0.000
デパ,2,0.000
メイビー・アイ・ワズ,1,0.000
出し入れ,2,0.000
もろ,6,0.000
あがら,1,0.000
ＯＢ,15,0.000
ケチャック,1,0.000
同窓会,13,0.000
通帳,3,0.000
進路,4,0.000
笑わし,2,0.000
危害,1,0.000
本書,1,0.000
載る,6,0.000
悦司,1,0.000
小歩危,1,0.000
と,13762,0.009
古かっ,6,0.000
イギ,1,0.000
ＣＴ,1,0.000
思い込む,1,0.000
ゅはいしょ,1,0.000
実っ,3,0.000
直人,1,0.000
ぱってわかる,1,0.000
つかまっ,5,0.000
ざいますとかっつって,1,0.000
疫病,1,0.000
ブルーマウンテンズ,1,0.000
字数,2,0.000
あったまる,1,0.000
マック,31,0.000
熊,2,0.000
ゃべったことないからわかんない,1,0.000
スゲ,1,0.000
ぎん,3,0.000
書き初め,1,0.000
分娩,10,0.000
うう,5,0.000
ところどころ,6,0.000
教徒,7,0.000
ためる,4,0.000
討論,4,0.000
青龍,1,0.000
所属,12,0.000
パブリッシュ,2,0.000
びじゅ,2,0.000
沸かせ,2,0.000
休講,8,0.000
外部,1,0.000
石神井公園,1,0.000
こんなふうに,1,0.000
きん,19,0.000
聴く,3,0.000
チョウチョウ,1,0.000
ペース,13,0.000
別に,521,0.000
婦,25,0.000
刺さ,7,0.000
運気,1,0.000
視点,10,0.000
オイル,9,0.000
ワイワイガヤガヤ,1,0.000
ミート,3,0.000
鳴り出す,1,0.000
気まずい,3,0.000
温まっ,1,0.000
ジャージ,7,0.000
カロリー,3,0.000
勧める,2,0.000
ぃ,2,0.000
おしゃれ,26,0.000
ごめんなさい,63,0.000
ラブ,7,0.000
通話,4,0.000
落とし穴,3,0.000
プラント,1,0.000
しまっ,135,0.000
ジャズ,6,0.000
共有,3,0.000
集団,10,0.000
坊主,6,0.000
役に立た,8,0.000
見せびらかし,1,0.000
サーブ,1,0.000
豊田,11,0.000
ワンデイ・チケット,2,0.000
のぞみ,16,0.000
そうい,4,0.000
中津,6,0.000
サロン,1,0.000
散漫,1,0.000
きれい,324,0.000
人参,4,0.000
じゅず,1,0.000
詰める,6,0.000
八代,1,0.000
何せ,5,0.000
こうか,1,0.000
ウェディングドレ,1,0.000
知,1,0.000
アンケート,14,0.000
力任せ,1,0.000
参列,2,0.000
辞めりゃ,1,0.000
女王,1,0.000
アリナミン,1,0.000
泊,36,0.000
冷める,1,0.000
簡単,112,0.000
余っ,19,0.000
でかかっ,1,0.000
オー・スチューピッド,3,0.000
浄土真宗,11,0.000
バイバイ,4,0.000
中村,1,0.000
マーレ,2,0.000
通用,2,0.000
巻く,2,0.000
まか,1,0.000
黄色い,4,0.000
とっても,67,0.000
オール,9,0.000
我,3,0.000
口出し,3,0.000
ゃいけないなって,1,0.000
セリーヌ,2,0.000
熟語,4,0.000
詰め込ん,1,0.000
そんじょそこら,1,0.000
待てる,1,0.000
本題,1,0.000
算段,1,0.000
ば,1681,0.001
押せる,1,0.000
残り,20,0.000
成人,20,0.000
束ね,1,0.000
真っ,5,0.000
情けない,7,0.000
真面目,2,0.000
めんどくさ,2,0.000
城壁,5,0.000
やめよ,24,0.000
弓,1,0.000
見せろ,2,0.000
コ,6,0.000
プランニング,1,0.000
南海,1,0.000
袴田,2,0.000
追いかける,1,0.000
懲り,6,0.000
スピーチ,14,0.000
ＪＩＣＡ,10,0.000
そういった,8,0.000
知事,4,0.000
電,9,0.000
来週,43,0.000
ハプニング,2,0.000
野原,1,0.000
実験,24,0.000
すっと,50,0.000
にこにこ,9,0.000
早退,1,0.000
だんだん,114,0.000
はや,16,0.000
めん,21,0.000
ヤマハ,3,0.000
さむ,5,0.000
妹,84,0.000
おもし,6,0.000
すませ,2,0.000
ダンゴムシ,1,0.000
１２月,85,0.000
毎日,157,0.000
つなげる,2,0.000
両手,2,0.000
畳み,1,0.000
１１月,57,0.000
ア,12,0.000
感動,30,0.000
ＣＢＣ,8,0.000
矢田,1,0.000
いったい,25,0.000
ウシ,11,0.000
ハガキ,1,0.000
ょっとなんつ,1,0.000
直径,2,0.000
怪人,1,0.000
シキシマパン,1,0.000
施設,8,0.000
語り,6,0.000
絵巻,1,0.000
口ぶり,2,0.000
ガラス,13,0.000
吹っ飛ん,2,0.000
鼻息,1,0.000
シュルック,3,0.000
寝起き,1,0.000
パスポート,6,0.000
打者,1,0.000
しゃく,5,0.000
たきゃ,3,0.000
ダウン,7,0.000
息苦しい,1,0.000
きし,3,0.000
ユースケ,1,0.000
代,132,0.000
時点,37,0.000
断ろ,1,0.000
エレベーター,11,0.000
ワイハ,4,0.000
義眼,3,0.000
あらそう,1,0.000
ピカッ,1,0.000
園芸,1,0.000
利口,5,0.000
試写,2,0.000
ランチョン,1,0.000
サス,1,0.000
釣れる,1,0.000
ぐりぐり,2,0.000
置き換え,1,0.000
断ら,7,0.000
金券,1,0.000
カージナルス,3,0.000
コンプレックス,1,0.000
一戸建て,5,0.000
食い,32,0.000
クラッカー,2,0.000
ミクロ,6,0.000
浮かん,4,0.000
屋台,4,0.000
ほ乳類,2,0.000
ゴンドラ,1,0.000
明道,1,0.000
どうも,120,0.000
ヒレ,1,0.000
外食,9,0.000
バリエーション,2,0.000
回収,1,0.000
わろ,1,0.000
分の,29,0.000
アルペン,4,0.000
保温,5,0.000
グッド,1,0.000
不義理,1,0.000
買っ,639,0.000
偶数,4,0.000
後部,2,0.000
映し,3,0.000
はみ出,1,0.000
山奥,7,0.000
ゃよかったんだけどね,1,0.000
ざわ,1,0.000
彫る,1,0.000
ざせつ,2,0.000
座席,7,0.000
笑い声,1,0.000
リサイクル,8,0.000
ラ・カルネ,4,0.000
ぶら,2,0.000
タラララララララ,3,0.000
ラブレター,1,0.000
ｆｕｎ,2,0.000
念頭,1,0.000
おう盛,1,0.000
まわし,2,0.000
歯槽膿漏,2,0.000
先行,4,0.000
ゃべちゃつけてさ,1,0.000
毛糸,5,0.000
遭う,2,0.000
エコール・キュ,1,0.000
内診,2,0.000
問題,270,0.000
ジャンク,2,0.000
モヤイ,5,0.000
頃,5,0.000
っぽく,34,0.000
遅,6,0.000
ときん,2,0.000
ひきつけ,1,0.000
品,29,0.000
きのう,22,0.000
イメージ,101,0.000
のれん,5,0.000
ロビー,1,0.000
イスラーム,1,0.000
希望が丘,2,0.000
モーナー,1,0.000
特殊,22,0.000
ちゃんちゃん,1,0.000
ゃないっていうふうに,1,0.000
成人病,1,0.000
探す,21,0.000
車体,1,0.000
続,1,0.000
むなしく,2,0.000
陣取る,1,0.000
カラス,3,0.000
ヘビー,2,0.000
ｃｃ,3,0.000
読み方,3,0.000
添付,3,0.000
子息,3,0.000
Ｒｅｔｕｒｎ,2,0.000
ょっとじとっとしてるわっていう,1,0.000
ダブリン,2,0.000
焼き物,1,0.000
早けれ,1,0.000
つまらなく,1,0.000
トル,1,0.000
サザエさん,1,0.000
ファカルティディベロップメント,2,0.000
ユーノス,1,0.000
ドゥライ,1,0.000
タモリ,1,0.000
カウ,2,0.000
大き,44,0.000
外そ,1,0.000
ベロ,1,0.000
よりけり,1,0.000
リムジン,1,0.000
山,87,0.000
感,45,0.000
慌ただしく,2,0.000
霊長,1,0.000
早打ち,1,0.000
どれどれ,1,0.000
ほか,368,0.000
最終,42,0.000
おじや,3,0.000
上空,2,0.000
究極,6,0.000
アルパチーノ,1,0.000
かく,15,0.000
頑張れ,20,0.000
枯れ葉,1,0.000
バタッ,1,0.000
丘,7,0.000
ビデオレンタル,1,0.000
胃液,1,0.000
けんちん汁,3,0.000
流さ,8,0.000
きつ,7,0.000
膨らみ,1,0.000
噂,2,0.000
チューリップ,2,0.000
一番,503,0.000
気づか,29,0.000
娘,69,0.000
ウエーッ,1,0.000
スターティング,1,0.000
倍率,2,0.000
ヘアー,2,0.000
走り回り,1,0.000
当たる,18,0.000
うつつ,1,0.000
英,27,0.000
ＥＬＴ,1,0.000
咲く,3,0.000
シェイク,1,0.000
採,3,0.000
つまら,9,0.000
勝っ,5,0.000
理念,1,0.000
むみたいなところになっちゃうから,1,0.000
こやし,1,0.000
たけし,2,0.000
アベニュー,1,0.000
危機一髪,4,0.000
た,24516,0.016
絶品,1,0.000
出会っ,20,0.000
バイオリン,4,0.000
ギャラ,1,0.000
でん,7,0.000
026,6,0.000
咲き,3,0.000
みっちり,1,0.000
代金,1,0.000
音符,1,0.000
せいぜい,10,0.000
古くさい,1,0.000
要望,1,0.000
富山,5,0.000
商業,1,0.000
ピラピラ,1,0.000
ばらつき,1,0.000
さ,8855,0.006
リーバイス,2,0.000
イル・ペーシェ,2,0.000
パトロール,2,0.000
歩き,30,0.000
タバコ,2,0.000
着付け,8,0.000
シュッシュ,1,0.000
白熊,1,0.000
精読,5,0.000
必殺,1,0.000
洋食,1,0.000
フロッピー,5,0.000
ごま,18,0.000
ウハウハ,2,0.000
ハフハフ,1,0.000
12,2,0.000
犬張り子,1,0.000
力尽きる,1,0.000
高く,67,0.000
金山,5,0.000
ブルー,35,0.000
図,10,0.000
（＊＊＊＊＊＊＊,1,0.000
倒さ,1,0.000
ＡＢ,1,0.000
インプレッサー,3,0.000
ＫｉｎＫｉ,1,0.000
貴賓,1,0.000
しめる,1,0.000
非難,2,0.000
飼っ,40,0.000
065,2,0.000
淘汰,1,0.000
過敏,4,0.000
かけれ,3,0.000
後戻り,1,0.000
成績,46,0.000
すさまじい,2,0.000
バンッ,1,0.000
白菜,9,0.000
おそわ,1,0.000
肝吸い,1,0.000
なっ,2422,0.002
うち,1382,0.001
賛同,1,0.000
ソレント,6,0.000
ゃいけないっていうのがあったから,1,0.000
プラネット,1,0.000
載せる,2,0.000
町内,4,0.000
つまめる,1,0.000
マップ,14,0.000
見せよ,3,0.000
聖書,10,0.000
分量,7,0.000
124,3,0.000
あら,175,0.000
シリアル,2,0.000
お祝い,17,0.000
強,8,0.000
切り干し,4,0.000
ゃべりやめてくださいとか,1,0.000
季刊,1,0.000
おう,34,0.000
地面,7,0.000
くも,21,0.000
影,6,0.000
いらっしゃら,10,0.000
普段着,1,0.000
戌,1,0.000
ダンサー・イン・ザ・ダーク,2,0.000
宮島,2,0.000
竹富島,1,0.000
ハイスクール,1,0.000
ポリシー,2,0.000
社交,4,0.000
してき,1,0.000
御園,2,0.000
ゃいけないんだろうし,1,0.000
大出,1,0.000
ニックネーム,15,0.000
トンネル,12,0.000
浮かび上がっ,1,0.000
実生活,1,0.000
ＮＥＣ,2,0.000
食べもの,1,0.000
尽きる,1,0.000
組織,3,0.000
喜ば,6,0.000
ＵＡ,1,0.000
インドア,1,0.000
靴,47,0.000
やめ,208,0.000
Ｇ,278,0.000
避け,5,0.000
悪者,4,0.000
雲隠れ,1,0.000
散っ,4,0.000
まだしも,1,0.000
改める,2,0.000
サウザンドレッシング,1,0.000
鹿児島,8,0.000
ナシ,12,0.000
とくの,1,0.000
茶碗,1,0.000
笑い事,1,0.000
黙々と,4,0.000
中谷,2,0.000
結ば,1,0.000
何者,1,0.000
聴き,2,0.000
裁量,4,0.000
うなっ,4,0.000
リストラ,3,0.000
ジョギング,4,0.000
オド,1,0.000
ぷらいす,1,0.000
マッシュポテト,5,0.000
ゲスト,8,0.000
そろっ,12,0.000
儀礼,3,0.000
空港線,2,0.000
宝塚,1,0.000
監督,19,0.000
ぴ,7,0.000
南米,4,0.000
注ぎ,1,0.000
ケ,2,0.000
照射,1,0.000
かみしめ,1,0.000
インディアナ,7,0.000
気が付い,1,0.000
ドンキーオリジナル,1,0.000
ジャケット,14,0.000
067,22,0.000
くりくり,4,0.000
ブライダル,1,0.000
ウインドウズ,6,0.000
ノンノ,4,0.000
夏場,3,0.000
アル,2,0.000
はかす,1,0.000
ソーキ,1,0.000
給料,38,0.000
引か,8,0.000
設定,12,0.000
入れ替わら,1,0.000
襲わ,5,0.000
裏返る,1,0.000
筋肉質,1,0.000
イマイチ,1,0.000
強要,2,0.000
描け,8,0.000
一筆,2,0.000
隠す,4,0.000
和,6,0.000
発起,1,0.000
冠詞,3,0.000
なじま,1,0.000
ジャジャーン,1,0.000
キノコー,1,0.000
ぶつかり,2,0.000
ょうがないっていうかねえ,1,0.000
キャリー,2,0.000
テキスト,21,0.000
実習,66,0.000
ゴム,22,0.000
死,11,0.000
新車,1,0.000
水木,3,0.000
洗い,4,0.000
サイン,19,0.000
ゃべっててもだいじょうぶなところ,1,0.000
お茶漬け,2,0.000
ビッチーノ,1,0.000
